antecedent,consequent,confidence,lift,support
bottled beer,whole milk,0.5379644588045234,1.1741239979955387,0.08542842483324782
bottled beer,other vegetables,0.43134087237479807,1.1453451774638712,0.06849666495638788
bottled beer,rolls/buns,0.3974151857835218,1.136554948044144,0.06310928681375064
bottled beer,soda,0.3473344103392569,1.1079456067941271,0.05515649050795279
bottled beer,yogurt,0.3069466882067851,1.084749039555801,0.04874294510005131
bottled beer,tropical fruit,0.26978998384491115,1.1543812920169745,0.04284248332478194
bottled beer,root vegetables,0.26978998384491115,1.1697901635455659,0.04284248332478194
bottled beer,bottled water,0.25363489499192243,1.1868773357485158,0.04027706516162134
bottled beer,sausage,0.25040387722132473,1.2155346368726323,0.039763981528989224
bottled beer,pastry,0.21163166397415187,1.1921101534266532,0.0336069779374038
bottled beer,pip fruit,0.210016155088853,1.2310420639644346,0.033350436121087734
"beef, soda, rolls/buns",whole milk,0.6363636363636364,1.388883233228138,0.0107747562852745
"beef, soda, rolls/buns",other vegetables,0.6060606060606061,1.6092808190900834,0.01026167265264238
"bottled water, soda, other vegetables",whole milk,0.6013986013986014,1.3125709676661523,0.022062596203181118
"bottled water, soda, other vegetables",rolls/buns,0.4195804195804196,1.1999445895263945,0.01539250897896357
"bottled water, soda, other vegetables",yogurt,0.32167832167832167,1.1368106055322738,0.011800923550538737
"bottled water, soda, other vegetables",tropical fruit,0.2867132867132867,1.2267929655415934,0.01051821446895844
"bottled water, soda, other vegetables",root vegetables,0.32867132867132864,1.4250954829375295,0.012057465366854798
"bottled water, soda, other vegetables",sausage,0.3146853146853147,1.527575786604429,0.011544381734222679
"onions, yogurt",whole milk,0.6021505376344086,1.3142120916567328,0.014366341713699333
"onions, yogurt",other vegetables,0.46236559139784944,1.2277255281122732,0.011031298101590559
"onions, yogurt",rolls/buns,0.4946236559139785,1.4145583351083553,0.011800923550538737
"meat, whole milk",other vegetables,0.5220588235294118,1.3862297643853183,0.018214468958440224
"meat, whole milk",rolls/buns,0.38235294117647056,1.0934789176125328,0.013340174448435094
"meat, whole milk",soda,0.34558823529411764,1.1023755656108598,0.012057465366854798
"meat, whole milk",yogurt,0.3382352941176471,1.195322916111141,0.011800923550538737
"meat, whole milk",tropical fruit,0.33088235294117646,1.415784206108349,0.011544381734222679
"meat, whole milk",root vegetables,0.29411764705882354,1.2752731793496042,0.01026167265264238
"meat, whole milk",bottled water,0.2867647058823529,1.3419073511757644,0.010005130836326322
"meat, whole milk",domestic eggs,0.29411764705882354,2.2089992066190636,0.01026167265264238
"pork, shopping bags",whole milk,0.5445544554455446,1.1885068686039937,0.014109799897383273
"pork, shopping bags",other vegetables,0.46534653465346537,1.23564086653897,0.012057465366854798
"pork, shopping bags",rolls/buns,0.42574257425742573,1.2175675381184488,0.011031298101590559
"pork, shopping bags",soda,0.45544554455445546,1.4528042002236232,0.011800923550538737
"whipped/sour cream, sausage, yogurt",whole milk,0.6935483870967742,1.5136907127117727,0.011031298101590559
"frankfurter, yogurt",whole milk,0.5975609756097561,1.304195231202032,0.025141097998973832
"frankfurter, yogurt",other vegetables,0.5365853658536586,1.4248022861700007,0.022575679835813236
"frankfurter, yogurt",rolls/buns,0.4268292682926829,1.2206753395487,0.017957927142124165
"frankfurter, yogurt",soda,0.3597560975609756,1.1475689593229812,0.015135967162647512
"frankfurter, yogurt",tropical fruit,0.2926829268292683,1.252335948167385,0.012314007183170857
"frankfurter, yogurt",root vegetables,0.2865853658536585,1.2426137442686995,0.012057465366854798
"frankfurter, yogurt",bottled water,0.29878048780487804,1.398134863701578,0.012570548999486916
"frankfurter, yogurt",sausage,0.29878048780487804,1.4503690429183245,0.012570548999486916
"frankfurter, yogurt",citrus fruit,0.2804878048780488,1.5122288567284015,0.011800923550538737
"frankfurter, yogurt",pastry,0.24390243902439024,1.3738897504581982,0.01026167265264238
"shopping bags, sausage, other vegetables",whole milk,0.64,1.3968197088465846,0.012314007183170857
"onions, other vegetables",whole milk,0.5038167938931297,1.0995956677465955,0.01693175987685993
"onions, other vegetables",rolls/buns,0.5038167938931297,1.440849495667953,0.01693175987685993
"onions, other vegetables",soda,0.3893129770992366,1.2418510513361902,0.013083632632119035
"onions, other vegetables",yogurt,0.3282442748091603,1.1600146719910307,0.011031298101590559
"bottled beer, tropical fruit, rolls/buns",whole milk,0.6712328767123288,1.4649864240899537,0.012570548999486916
"bottled beer, tropical fruit, rolls/buns",other vegetables,0.5753424657534246,1.527714530999216,0.0107747562852745
"candy, whole milk",other vegetables,0.43859649122807015,1.1646111190783497,0.012827090815802977
"candy, whole milk",rolls/buns,0.41228070175438597,1.179068360556564,0.012057465366854798
"candy, whole milk",soda,0.3508771929824561,1.119246561575789,0.01026167265264238
"candy, whole milk",yogurt,0.4473684210526316,1.580999188815193,0.013083632632119035
"brown bread, soda, whole milk",other vegetables,0.5154639175257731,1.368718222421978,0.012827090815802977
"brown bread, soda, whole milk",rolls/buns,0.5463917525773195,1.5626082549863476,0.013596716264751155
"margarine, rolls/buns, whole milk",other vegetables,0.5157894736842106,1.3695826760361396,0.012570548999486916
"margarine, rolls/buns, whole milk",soda,0.43157894736842106,1.3766732707382205,0.01051821446895844
"frankfurter, soda, other vegetables",whole milk,0.6082474226804123,1.3275187310236547,0.015135967162647512
"frankfurter, soda, other vegetables",rolls/buns,0.4948453608247423,1.415192381874428,0.012314007183170857
"curd, tropical fruit",whole milk,0.5492957746478874,1.1988549437723768,0.020010261672652643
"curd, tropical fruit",other vegetables,0.4154929577464789,1.1032639981578847,0.015135967162647512
"curd, tropical fruit",rolls/buns,0.39436619718309857,1.1278352433013341,0.014366341713699333
"curd, tropical fruit",soda,0.36619718309859156,1.168115073419239,0.013340174448435094
"curd, tropical fruit",yogurt,0.4084507042253521,1.443464048114617,0.014879425346331451
"curd, tropical fruit",root vegetables,0.29577464788732394,1.2824578169797427,0.0107747562852745
"curd, tropical fruit",bottled water,0.2746478873239437,1.285207040562704,0.010005130836326322
"ham, pastry",whole milk,0.6964285714285714,1.519976803711406,0.010005130836326322
"citrus fruit, rolls/buns",whole milk,0.5535714285714286,1.2081866901295792,0.039763981528989224
"citrus fruit, rolls/buns",other vegetables,0.45714285714285713,1.2138575321136629,0.032837352488455616
"citrus fruit, rolls/buns",soda,0.35714285714285715,1.1392331073182138,0.025654181631605953
"citrus fruit, rolls/buns",yogurt,0.37142857142857144,1.3126278979406814,0.02668034889687019
"citrus fruit, rolls/buns",tropical fruit,0.2714285714285714,1.1613925043123725,0.019497178040020522
"citrus fruit, rolls/buns",root vegetables,0.26785714285714285,1.1614095026219609,0.019240636223704463
"citrus fruit, rolls/buns",bottled water,0.26071428571428573,1.220005144915109,0.018727552591072345
"citrus fruit, rolls/buns",sausage,0.24285714285714285,1.178900551503291,0.017444843509492047
"citrus fruit, rolls/buns",pastry,0.21428571428571427,1.2070602807597026,0.01539250897896357
"citrus fruit, rolls/buns",shopping bags,0.2,1.1884146341463415,0.014366341713699333
"citrus fruit, rolls/buns",canned beer,0.2,1.2105590062111802,0.014366341713699333
"citrus fruit, rolls/buns",bottled beer,0.20357142857142857,1.2819409185321948,0.014622883530015392
"domestic eggs, root vegetables",whole milk,0.5703703703703704,1.2448508979304054,0.019753719856336584
"domestic eggs, root vegetables",other vegetables,0.45185185185185184,1.1998082551216065,0.01564905079527963
"domestic eggs, root vegetables",rolls/buns,0.45185185185185184,1.2922366240047825,0.01564905079527963
"domestic eggs, root vegetables",soda,0.4148148148148148,1.3231981572407105,0.014366341713699333
"domestic eggs, root vegetables",yogurt,0.362962962962963,1.2827104529733724,0.012570548999486916
"curd, bottled water",whole milk,0.6046511627906976,1.3196697830672672,0.020010261672652643
"curd, bottled water",other vegetables,0.5193798449612403,1.379116236824874,0.01718830169317599
"curd, bottled water",rolls/buns,0.3798449612403101,1.0863064262030293,0.012570548999486916
"curd, bottled water",soda,0.40310077519379844,1.285832096321953,0.013340174448435094
"curd, bottled water",yogurt,0.35658914728682173,1.2601853999311252,0.011800923550538737
"curd, bottled water",tropical fruit,0.3023255813953488,1.293595078242667,0.010005130836326322
"beef, bottled beer",whole milk,0.6296296296296297,1.3741860561569408,0.013083632632119035
"fruit/vegetable juice, bottled water",whole milk,0.5904761904761905,1.2887324694715512,0.01590559261159569
"fruit/vegetable juice, bottled water",other vegetables,0.47619047619047616,1.2644349292850654,0.012827090815802977
"fruit/vegetable juice, bottled water",rolls/buns,0.4380952380952381,1.252894525381686,0.011800923550538737
"fruit/vegetable juice, bottled water",soda,0.41904761904761906,1.3367001792533708,0.011287839917906618
"misc. beverages, other vegetables",whole milk,0.5384615384615384,1.1752088896545783,0.012570548999486916
"misc. beverages, other vegetables",rolls/buns,0.43956043956043955,1.2570848080752703,0.01026167265264238
"berries, shopping bags",whole milk,0.5735294117647058,1.251745603056452,0.010005130836326322
"chocolate, other vegetables",whole milk,0.62,1.3531690929451288,0.023858388917393534
"chocolate, other vegetables",rolls/buns,0.4666666666666667,1.3346050379065788,0.017957927142124165
"chocolate, other vegetables",soda,0.37333333333333335,1.1908783415166395,0.014366341713699333
"chocolate, other vegetables",yogurt,0.44,1.554959202175884,0.01693175987685993
"chocolate, other vegetables",tropical fruit,0.29333333333333333,1.2551189169410903,0.011287839917906618
"chocolate, other vegetables",bottled water,0.35333333333333333,1.6534133653461385,0.013596716264751155
"chocolate, other vegetables",sausage,0.32666666666666666,1.585736820257368,0.012570548999486916
"chocolate, other vegetables",citrus fruit,0.26666666666666666,1.4377132319041033,0.01026167265264238
"chocolate, other vegetables",pip fruit,0.26,1.52403007518797,0.010005130836326322
"meat, bottled water",whole milk,0.6610169491525424,1.4426898475904872,0.010005130836326322
"onions, soda",whole milk,0.5544554455445545,1.2101160843967935,0.014366341713699333
"onions, soda",other vegetables,0.504950495049505,1.3408017913507972,0.013083632632119035
"onions, soda",rolls/buns,0.44554455445544555,1.2741985864030279,0.011544381734222679
pastry,whole milk,0.5130057803468208,1.119650913657283,0.09107234479220112
pastry,other vegetables,0.4031791907514451,1.0705670882487281,0.0715751667521806
pastry,rolls/buns,0.3916184971098266,1.1199771839575232,0.06952283222165213
pastry,soda,0.3554913294797688,1.1339649773421758,0.06310928681375064
pastry,yogurt,0.3265895953757225,1.154167037873587,0.05797845048742945
pastry,tropical fruit,0.26011560693641617,1.1129864279233264,0.046177526936890714
pastry,root vegetables,0.2630057803468208,1.140374340146727,0.04669061056952283
pastry,bottled water,0.24566473988439305,1.1495812197711455,0.04361210877373012
pastry,sausage,0.22832369942196531,1.1083509095228155,0.040533606977937404
pastry,citrus fruit,0.20953757225433525,1.1297060257916995,0.03719856336582863
pastry,pip fruit,0.23121387283236994,1.3552957538354558,0.04104669061056952
pastry,canned beer,0.2138728323699422,1.2945284170466376,0.03796818881477681
"citrus fruit, sausage, whole milk",other vegetables,0.5769230769230769,1.5319115489415216,0.011544381734222679
"citrus fruit, sausage, whole milk",rolls/buns,0.5256410256410257,1.503263916323344,0.01051821446895844
"newspapers, canned beer",whole milk,0.5454545454545454,1.1904713427669753,0.01539250897896357
"newspapers, canned beer",other vegetables,0.38181818181818183,1.0138469160267525,0.0107747562852745
"newspapers, canned beer",rolls/buns,0.43636363636363634,1.2479423731074502,0.012314007183170857
"newspapers, canned beer",soda,0.41818181818181815,1.3339384020235083,0.011800923550538737
"newspapers, canned beer",yogurt,0.37272727272727274,1.317217505975439,0.01051821446895844
"tropical fruit, soda, other vegetables",whole milk,0.6115702479338843,1.3347708994660026,0.018984094407388404
"tropical fruit, soda, other vegetables",rolls/buns,0.4049586776859504,1.1581283386792625,0.012570548999486916
"tropical fruit, soda, other vegetables",bottled water,0.33884297520661155,1.5856061432837596,0.01051821446895844
"tropical fruit, soda, other vegetables",sausage,0.32231404958677684,1.5646079268857485,0.010005130836326322
"meat, root vegetables",whole milk,0.547945205479452,1.1959072849713908,0.01026167265264238
"meat, root vegetables",other vegetables,0.5342465753424658,1.4185920644992722,0.010005130836326322
"sausage, other vegetables",whole milk,0.5414364640883977,1.18170175644825,0.050282195997947664
"sausage, other vegetables",rolls/buns,0.45027624309392267,1.287730591034564,0.0418163160595177
"sausage, other vegetables",soda,0.3812154696132597,1.2160211952148006,0.03540277065161621
"sausage, other vegetables",yogurt,0.4005524861878453,1.4155517598914062,0.03719856336582863
"sausage, other vegetables",tropical fruit,0.2513812154696133,1.075613587157577,0.023345305284761416
"sausage, other vegetables",root vegetables,0.2955801104972376,1.281614316705486,0.02744997434581837
"sausage, other vegetables",bottled water,0.27624309392265195,1.2926717648385322,0.025654181631605953
"sausage, other vegetables",citrus fruit,0.2292817679558011,1.2361553685915805,0.02129297075423294
"sausage, other vegetables",pip fruit,0.23480662983425415,1.3763552527728162,0.02180605438686506
"sausage, other vegetables",shopping bags,0.20718232044198895,1.231092507748282,0.019240636223704463
"sausage, other vegetables",bottled beer,0.22099447513812154,1.3916582618552469,0.02052334530528476
"sausage, other vegetables",whipped/sour cream,0.20718232044198895,1.3392979852120612,0.019240636223704463
"sausage, other vegetables",butter,0.20994475138121546,1.6599688456064459,0.019497178040020522
"grapes, soda",whole milk,0.5657894736842105,1.2348529498438143,0.011031298101590559
salty snack,whole milk,0.4888888888888889,1.0670150553689186,0.03386351975371986
salty snack,other vegetables,0.4222222222222222,1.1211323039660914,0.029245767060030785
salty snack,rolls/buns,0.43703703703703706,1.2498682101029865,0.030271934325295024
salty snack,soda,0.2962962962962963,0.9451415408862217,0.02052334530528476
salty snack,yogurt,0.3333333333333333,1.177999395587791,0.023088763468445357
salty snack,tropical fruit,0.23703703703703705,1.014237508639265,0.016418676244227808
salty snack,root vegetables,0.3,1.3007786429365962,0.02077988712160082
salty snack,bottled water,0.2037037037037037,0.9532257347383397,0.014109799897383273
salty snack,sausage,0.23333333333333334,1.1326691573266916,0.01616213442791175
salty snack,citrus fruit,0.2037037037037037,1.0982531632600787,0.014109799897383273
salty snack,shopping bags,0.21481481481481482,1.2764453477868114,0.014879425346331451
salty snack,canned beer,0.24814814814814815,1.5019898780768346,0.01718830169317599
salty snack,newspapers,0.2037037037037037,1.456948691811077,0.014109799897383273
"chicken, soda",whole milk,0.5267175572519084,1.1495772890078044,0.017701385325808106
"chicken, soda",other vegetables,0.44274809160305345,1.1756349189841298,0.014879425346331451
"chicken, soda",rolls/buns,0.48091603053435117,1.3753563367739552,0.01616213442791175
"chicken, soda",yogurt,0.3435114503816794,1.2139688427813113,0.011544381734222679
"bottled water, yogurt",whole milk,0.6061776061776062,1.3230012927661303,0.04027706516162134
"bottled water, yogurt",other vegetables,0.4864864864864865,1.291774062891229,0.0323242688558235
"bottled water, yogurt",rolls/buns,0.39768339768339767,1.1373219986572884,0.02642380708055413
"bottled water, yogurt",soda,0.3667953667953668,1.1700231912997872,0.024371472550025655
"bottled water, yogurt",tropical fruit,0.2972972972972973,1.2720799833862404,0.019753719856336584
"bottled water, yogurt",root vegetables,0.28957528957528955,1.25557784067239,0.019240636223704463
"bottled water, yogurt",sausage,0.3088803088803089,1.4993965678897185,0.02052334530528476
"bottled water, yogurt",citrus fruit,0.23938223938223938,1.290611298910054,0.01590559261159569
"bottled water, yogurt",pastry,0.2277992277992278,1.2831811993661704,0.015135967162647512
"bottled water, yogurt",pip fruit,0.2084942084942085,1.2221209394141725,0.013853258081067214
"bottled water, yogurt",shopping bags,0.21235521235521235,1.2618302100009418,0.014109799897383273
brown bread,whole milk,0.5132075471698113,1.1200912759618837,0.06977937403796819
brown bread,other vegetables,0.439622641509434,1.1673358696210991,0.05977424320164187
brown bread,rolls/buns,0.39245283018867927,1.1223632663796566,0.05336069779374038
brown bread,soda,0.3471698113207547,1.1074205601704599,0.04720369420215495
brown bread,yogurt,0.30943396226415093,1.0935390615645153,0.04207285787583376
brown bread,tropical fruit,0.25471698113207547,1.0898867096079365,0.03463314520266803
brown bread,root vegetables,0.2490566037735849,1.0798917035700044,0.03386351975371986
brown bread,bottled water,0.2792452830188679,1.306720424018664,0.03796818881477681
brown bread,sausage,0.25849056603773585,1.2547898211894075,0.03514622883530016
brown bread,citrus fruit,0.20566037735849058,1.1088024217750985,0.027963057978450487
brown bread,pastry,0.23018867924528302,1.2966408550550768,0.03129810159055926
brown bread,pip fruit,0.2018867924528302,1.1833905518513266,0.02744997434581837
brown bread,shopping bags,0.22830188679245284,1.3565865163368616,0.0310415597742432
brown bread,canned beer,0.22075471698113208,1.336183054025548,0.030015392508978965
"hamburger meat, citrus fruit",whole milk,0.6301369863013698,1.3752933777170995,0.011800923550538737
"bottled water, rolls/buns, whole milk",other vegetables,0.5113636363636364,1.3578306911072577,0.023088763468445357
"bottled water, rolls/buns, whole milk",soda,0.3806818181818182,1.214318925755096,0.01718830169317599
"bottled water, rolls/buns, whole milk",yogurt,0.39204545454545453,1.3854879254924586,0.017701385325808106
"bottled water, rolls/buns, whole milk",tropical fruit,0.26704545454545453,1.142637960283405,0.012057465366854798
"bottled water, rolls/buns, whole milk",root vegetables,0.32386363636363635,1.4042496713520072,0.014622883530015392
"bottled water, rolls/buns, whole milk",sausage,0.2840909090909091,1.3790614740178875,0.012827090815802977
"bottled water, rolls/buns, whole milk",citrus fruit,0.23863636363636365,1.2865899660505469,0.0107747562852745
"bottled water, rolls/buns, whole milk",pip fruit,0.25,1.4654135338345866,0.011287839917906618
"bottled water, rolls/buns, whole milk",shopping bags,0.25,1.485518292682927,0.011287839917906618
"bottled water, rolls/buns, whole milk",canned beer,0.22727272727272727,1.3756352343308864,0.01026167265264238
"bottled water, rolls/buns, whole milk",bottled beer,0.23295454545454544,1.466973858128947,0.01051821446895844
"bottled water, rolls/buns, whole milk",frankfurter,0.2215909090909091,1.6114950814111262,0.010005130836326322
"bottled water, rolls/buns, whole milk",brown bread,0.22727272727272727,1.6715265866209261,0.01026167265264238
"pastry, root vegetables, rolls/buns",whole milk,0.6666666666666666,1.4550205300485255,0.012827090815802977
margarine,whole milk,0.5087719298245614,1.1104104045107168,0.059517701385325805
margarine,other vegetables,0.4276315789473684,1.1354958411013911,0.05002565418163161
margarine,rolls/buns,0.38377192982456143,1.0975370377521207,0.044894817855310416
margarine,soda,0.34649122807017546,1.1052559795560917,0.040533606977937404
margarine,yogurt,0.31359649122807015,1.108249431375356,0.03668547973319651
margarine,tropical fruit,0.21710526315789475,0.9289531457623202,0.02539763981528989
margarine,root vegetables,0.26096491228070173,1.1315252815018635,0.030528476141611083
margarine,bottled water,0.24342105263157895,1.1390819485689012,0.028476141611082608
margarine,sausage,0.22807017543859648,1.107120228965939,0.02668034889687019
margarine,citrus fruit,0.20614035087719298,1.1113901628206062,0.024114930733709596
margarine,shopping bags,0.20394736842105263,1.211870186136072,0.023858388917393534
margarine,canned beer,0.21052631578947367,1.2742726381170315,0.024628014366341714
margarine,frankfurter,0.20394736842105263,1.4831844069128044,0.023858388917393534
"citrus fruit, soda, other vegetables",whole milk,0.5740740740740741,1.2529343453195636,0.01590559261159569
"citrus fruit, soda, other vegetables",rolls/buns,0.42592592592592593,1.2180918996766392,0.011800923550538737
"citrus fruit, soda, other vegetables",yogurt,0.42592592592592593,1.505221449917733,0.011800923550538737
"UHT-milk, bottled water",whole milk,0.5903614457831325,1.288482035645381,0.012570548999486916
"UHT-milk, bottled water",other vegetables,0.5301204819277109,1.407635993565543,0.011287839917906618
"tropical fruit, other vegetables",whole milk,0.5533707865168539,1.2077487826666833,0.050538737814263726
"tropical fruit, other vegetables",rolls/buns,0.41853932584269665,1.1969671989250417,0.03822473063109287
"tropical fruit, other vegetables",soda,0.3398876404494382,1.084191507751154,0.0310415597742432
"tropical fruit, other vegetables",yogurt,0.3595505617977528,1.2706510334430103,0.032837352488455616
"tropical fruit, other vegetables",root vegetables,0.23876404494382023,1.0352639012135831,0.02180605438686506
"tropical fruit, other vegetables",bottled water,0.2808988764044944,1.3144583676167096,0.025654181631605953
"tropical fruit, other vegetables",sausage,0.2556179775280899,1.2408454251612633,0.023345305284761416
"tropical fruit, other vegetables",citrus fruit,0.22191011235955055,1.1964116431224454,0.020266803488968702
"tropical fruit, other vegetables",pastry,0.21067415730337077,1.186716568162629,0.019240636223704463
"tropical fruit, other vegetables",pip fruit,0.21910112359550563,1.2842950071808736,0.020010261672652643
"tropical fruit, other vegetables",shopping bags,0.23314606741573032,1.3853709920526172,0.02129297075423294
"tropical fruit, other vegetables",bottled beer,0.21348314606741572,1.3443575175618523,0.019497178040020522
"citrus fruit, tropical fruit, rolls/buns",whole milk,0.5263157894736842,1.148700418459362,0.01026167265264238
"fruit/vegetable juice, other vegetables, whole milk",rolls/buns,0.4661016949152542,1.3329892933086287,0.014109799897383273
"fruit/vegetable juice, other vegetables, whole milk",soda,0.3474576271186441,1.1083386501706012,0.01051821446895844
"fruit/vegetable juice, other vegetables, whole milk",yogurt,0.423728813559322,1.4974568587980392,0.012827090815802977
"bottled water, yogurt, soda",whole milk,0.6,1.309518477043673,0.014622883530015392
"bottled water, yogurt, soda",other vegetables,0.4842105263157895,1.2857306754624982,0.011800923550538737
"bottled water, yogurt, soda",rolls/buns,0.45263157894736844,1.2944665405259297,0.011031298101590559
"bottled water, yogurt, soda",sausage,0.4105263157894737,1.9928164121386902,0.010005130836326322
"citrus fruit, bottled water",whole milk,0.5227272727272727,1.1408683701516849,0.023601847101077475
"citrus fruit, bottled water",other vegetables,0.4659090909090909,1.2371346296755015,0.02103642893791688
"citrus fruit, bottled water",rolls/buns,0.4147727272727273,1.1861952244380711,0.018727552591072345
"citrus fruit, bottled water",soda,0.4318181818181818,1.3774363933938403,0.019497178040020522
"citrus fruit, bottled water",yogurt,0.3522727272727273,1.2449311794280065,0.01590559261159569
"citrus fruit, bottled water",tropical fruit,0.22727272727272727,0.972457838539068,0.01026167265264238
"citrus fruit, bottled water",root vegetables,0.26704545454545453,1.1578900798867426,0.012057465366854798
"citrus fruit, bottled water",sausage,0.22727272727272727,1.1032491792143098,0.01026167265264238
"citrus fruit, bottled water",pastry,0.22727272727272727,1.2802154492905937,0.01026167265264238
"citrus fruit, bottled water",shopping bags,0.23863636363636365,1.4179947339246122,0.0107747562852745
"citrus fruit, bottled water",canned beer,0.22727272727272727,1.3756352343308864,0.01026167265264238
"beef, fruit/vegetable juice",whole milk,0.6052631578947368,1.3210054812282666,0.011800923550538737
tropical fruit,whole milk,0.4983534577387486,1.0876717683458241,0.11646998460749101
tropical fruit,other vegetables,0.3907793633369923,1.0376416609588528,0.09132888660851719
tropical fruit,rolls/buns,0.37760702524698136,1.0799062248075815,0.08825038481272447
tropical fruit,soda,0.35016465422612514,1.116973667899702,0.08183683940482299
tropical fruit,yogurt,0.3238199780461032,1.144379215252684,0.07567983581323756
tropical fruit,root vegetables,0.24588364434687157,1.0661339773794276,0.057465366854797334
tropical fruit,bottled water,0.2414928649835346,1.130059048866528,0.05643919958953309
tropical fruit,sausage,0.23380900109769484,1.1349781896373778,0.054643406875320676
"beef, curd",whole milk,0.6268656716417911,1.3681536327321957,0.0107747562852745
"cream cheese , bottled beer",whole milk,0.5857142857142857,1.2783394656854903,0.01051821446895844
"shopping bags, root vegetables",whole milk,0.6162162162162163,1.3449108683151236,0.029245767060030785
"shopping bags, root vegetables",other vegetables,0.4702702702702703,1.2487149274615215,0.022319138019497177
"shopping bags, root vegetables",rolls/buns,0.42702702702702705,1.2212409034125837,0.020266803488968702
"shopping bags, root vegetables",soda,0.4,1.2759410801963995,0.018984094407388404
"shopping bags, root vegetables",yogurt,0.3567567567567568,1.26077773149396,0.01693175987685993
"shopping bags, root vegetables",tropical fruit,0.2702702702702703,1.1564363485329459,0.012827090815802977
"shopping bags, root vegetables",bottled water,0.2648648648648649,1.2394276629570748,0.012570548999486916
"shopping bags, root vegetables",sausage,0.24324324324324326,1.1807747972131533,0.011544381734222679
"shopping bags, root vegetables",canned beer,0.21621621621621623,1.3087124391472218,0.01026167265264238
"shopping bags, root vegetables",newspapers,0.22702702702702704,1.6237639474336723,0.0107747562852745
"canned beer, rolls/buns, whole milk",other vegetables,0.4855072463768116,1.2891738735536864,0.01718830169317599
"canned beer, rolls/buns, whole milk",soda,0.37681159420289856,1.2019734813444343,0.013340174448435094
